SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewAdmin,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
14-15,621,1,MOUNDS VIEW PUBLIC SCHOOL DISTRICT                ,34,10,SUNNYSIDE ELEMENTARY                              ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,1,0,0,0,0,0,0,1,0,0,58,0,0,0,0,0,1
14-15,621,1,MOUNDS VIEW PUBLIC SCHOOL DISTRICT                ,35,10,TURTLE LAKE EL.                                   ,62,Ramsey                                            ,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,12,0,1,1,0,0,0,0,0,0,2,0,0,38,0,0,0,2,0,0
14-15,621,1,MOUNDS VIEW PUBLIC SCHOOL DISTRICT                ,36,10,VALENTINE HILLS EL.                               ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,38,0,0,0,1,0,0
14-15,621,1,MOUNDS VIEW PUBLIC SCHOOL DISTRICT                ,60,41,MOUNDS VIEW ALC                                   ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,0,0,0,0,0,0,1,0,0,62,0,0,0,0,0,1
14-15,621,1,MOUNDS VIEW PUBLIC SCHOOL DISTRICT                ,64,32,MOUNDS VIEW SENIOR HIGH                           ,62,Ramsey                                            ,11,10.5,7.5,3,0,0,0,0,0,0,0,0,7.5,3,0,8,2,3,3,1,0,0,0,0,0,8.5,1,1,41,0,0,1,7,2.5,0
14-15,621,1,MOUNDS VIEW PUBLIC SCHOOL DISTRICT                ,65,32,IRONDALE SENIOR HIGH                              ,62,Ramsey                                            ,11,10.5,4.5,6,0,0,0,0,0,0,0,0,4.5,6,0,5,1,2,1,2,0,0,0,0,0,9.5,0,1,40,0,0,2,4,4.5,0
14-15,621,1,MOUNDS VIEW PUBLIC SCHOOL DISTRICT                ,66,20,EDGEWOOD MIDDLE SCHOOL                            ,62,Ramsey                                            ,11,3,1,2,0,0,0,0,0,0,0,0,1,2,0,7,0,3,0,0,0,0,0,0,0,2,0,1,43,0,0,1,1,0,1
14-15,621,1,MOUNDS VIEW PUBLIC SCHOOL DISTRICT                ,67,20,HIGHVIEW MIDDLE SCHOOL                            ,62,Ramsey                                            ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,11,0,1,1,0,0,0,0,0,0,1,0,1,45,0,0,0,1,1,0
14-15,621,1,MOUNDS VIEW PUBLIC SCHOOL DISTRICT                ,69,50,REACH ACADEMY                                     ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,58,0,0,0,0,0,1
14-15,621,1,MOUNDS VIEW PUBLIC SCHOOL DISTRICT                ,70,20,CHIPPEWA MIDDLE SCHOOL                            ,62,Ramsey                                            ,11,4,1,3,0,0,0,0,0,0,0,0,1,3,0,11,1,0,2,1,0,0,0,0,0,3,1,0,49,0,0,0,2,0,2
14-15,621,1,MOUNDS VIEW PUBLIC SCHOOL DISTRICT                ,0,0,Totals                                            ,62,Ramsey                                            ,11,46,24,22,0,0,0,0,0,0,0,0,24,22,0,8,6,15,13,4,0,0,0,0,0,36,4,6,44,0,0,4,23,10,9
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,0,0,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,62,Ramsey                                            ,11,3,2,1,0,0,0,0,0,0,0,0,2,1,0,6,1,2,0,0,0,0,0,0,0,1,1,1,48,0,0,0,2,0,1
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,27,10,CARVER ELEMENTARY                                 ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,37,0,0,0,1,0,0
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,28,10,CASTLE ELEMENTARY                                 ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,37,0,0,0,1,0,0
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,29,10,COWERN ELEMENTARY                                 ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,1,0,0,0,0,0,1,0,0,56,0,0,0,0,0,1
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,30,10,EAGLE POINT ELEMENTARY                            ,62,Ramsey                                            ,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,40,0,0,0,1,0,0
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,33,10,OAKDALE ELEMENTARY                                ,62,Ramsey                                            ,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,1,44,0,0,0,1,0,0
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,34,10,RICHARDSON ELEMENTARY                             ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,13,0,0,1,0,0,0,0,0,0,1,0,0,40,0,0,0,1,0,0
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,35,10,WEAVER ELEMENTARY                                 ,62,Ramsey                                            ,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,40,0,0,0,1,0,0
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,36,10,WEBSTER ELEMENTARY                                ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,1,39,0,0,0,1,0,0
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,37,10,SKYVIEW COMMUNITY ELEMENTARY                      ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,40,0,0,0,1,0,0
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,41,50,HARMONY LEARNING CENTER                           ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,1
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,54,20,SKYVIEW COMMUNITY MIDDLE                          ,62,Ramsey                                            ,11,4.2,2.1,2.1,0,0,0,0,0,0,0,0,2.1,2.1,0,11,0,2.1,1,1.1,0,0,0,0,0,4.2,0,0,40,0,0,0,4.2,0,0
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,55,20,JOHN GLENN MIDDLE                                 ,62,Ramsey                                            ,11,4.23,2.13,2.1,0,0,0,0,0,0,0,0,2.13,2.1,0,12,0,1.1,2.13,1,0,0,0,0,1.03,3.2,0,0,36,0,1.1,0,2.13,1,0
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,56,20,MAPLEWOOD MIDDLE                                  ,62,Ramsey                                            ,11,3.1,1,2.1,0,0,0,0,0,0,0,0,1,2.1,0,10,0,2,1.1,0,0,0,0,0,0,2.1,0,1,37,0,0,1,2.1,0,0
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,57,32,NORTH SENIOR HIGH                                 ,62,Ramsey                                            ,11,5,2,3,0,0,0,0,0,0,0,0,2,3,0,11,1,2,1,0,1,0,0,0,0,4,1,0,45,0,0,1,2,0,2
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,58,32,TARTAN SENIOR HIGH                                ,62,Ramsey                                            ,11,4,2,2,0,0,0,0,0,0,1,0,1,2,0,3,2,1,0,0,0,0,0,0,0,3,1,0,45,0,0,0,2,2,0
14-15,622,1,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS               ,0,0,Totals                                            ,62,Ramsey                                            ,11,33.53,13.23,20.3,0,0,1,2,0,0,1,1,11.23,17.3,0,9,5,14.2,9.23,3.1,1,0,0,0,1.03,25.5,3,4,42,0,1.1,2,22.43,3,5
14-15,623,1,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,0,0,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,62,Ramsey                                            ,11,5,3,2,0,0,0,0,0,0,0,1,3,1,0,9,0,3,2,0,0,0,0,0,0,2,3,0,51,0,0,0,2,0,3
14-15,623,1,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,69,32,ROSEVILLE AREA SENIOR HIGH                        ,62,Ramsey                                            ,11,4.5,2,2.5,0,0,0,0,0,0,1,1,1,1.5,0,6,1,1.5,1,0,0,0,0,0,0,4,0,0.5,40,0,0,0,3.5,1,0
14-15,623,1,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,70,20,ROSEVILLE AREA MIDDLE                             ,62,Ramsey                                            ,11,2.5,1,1.5,0,0,0,0,0,0,0,0,1,1.5,0,8,1,0.5,0,1,0,0,0,0,0,1,1,0.5,39,0,0,1,0.5,1,0
14-15,623,1,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,73,10,PARKVIEW CENTER SCHOOL                            ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,0,0,0,0,0,0,1,0,0,50,0,0,0,0,1,0
14-15,623,1,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,525,10,HARAMBEE ELEMENTARY SCHOOL                        ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,13,0,0,1,0,0,0,0,0,0,1,0,0,50,0,0,0,0,1,0
14-15,623,1,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,615,41,FAIRVIEW ALTERNATIVE HIGH SCHOOL                  ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,15,0,0,1,0,0,0,0,0,0,1,0,0,42,0,0,0,1,0,0
14-15,623,1,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,721,10,BRIMHALL ELEMENTARY                               ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,1,0,0,0,0,0,0,1,62,0,0,0,0,0,1
14-15,623,1,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,722,10,CENTRAL PARK ELEMENTARY                           ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,1,0,0,0,0,0,1,0,0,56,0,0,0,0,0,1
14-15,623,1,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,723,10,EDGERTON ELEMENTARY                               ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,13,0,0,1,0,0,0,0,0,0,1,0,0,36,0,0,0,1,0,0
14-15,623,1,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,724,10,FALCON HEIGHTS ELEMENTARY                         ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,1,0
14-15,623,1,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,728,10,LITTLE CANADA ELEMENTARY                          ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,1,0,0,0,0,0,0,1,0,0,45,0,0,0,0,1,0
14-15,623,1,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,731,10,WILLIAMS ELEMENTARY                               ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,43,0,0,0,1,0,0
14-15,623,1,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,732,50,FAIRVIEW PROGRAM                                  ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58,0,0,0,0,0,1
14-15,623,1,ROSEVILLE PUBLIC SCHOOL DISTRICT                  ,0,0,Totals                                            ,62,Ramsey                                            ,11,22,8,14,0,0,0,0,0,0,1,2,7,12,0,9,2,7,8,2,1,0,0,0,0,15,4,3,46,0,0,1,9,6,6
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,0,0,WHITE BEAR LAKE SCHOOL DISTRICT                   ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,65,0,0,0,0,0,1
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,29,50,WHITE BEAR LAKE DISTRICT CENTER                   ,62,Ramsey                                            ,11,3,0,3,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,2,0,0,0,0,1,1,0,1,49,0,0,0,1,1,1
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,55,32,WHITE BEAR NORTH CAMPUS SENIOR                    ,62,Ramsey                                            ,11,3,2,1,0,0,0,0,0,0,0,0,2,1,0,6,0,1,1,0,0,0,0,0,0,3,0,0,43,0,0,1,0,2,0
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,57,20,CENTRAL MIDDLE                                    ,62,Ramsey                                            ,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,50,0,0,0,0,2,0
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,59,20,SUNRISE PARK MIDDLE                               ,62,Ramsey                                            ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,9,0,1,1,0,0,0,0,0,0,1,1,0,44,0,0,0,1,1,0
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,95,32,WHITE BEAR SOUTH CAMPUS SENIOR                    ,62,Ramsey                                            ,11,4,3,1,0,0,0,0,0,0,0,0,3,1,0,11,0,0,2,0,1,0,0,0,0,2,0,2,52,0,0,0,1,1,2
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,824,10,ONEKA ELEMENTARY SCHOOL                           ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,0,0,0,0,0,0,1,0,0,51,0,0,0,0,1,0
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,827,10,BIRCH LAKE ELEMENTARY                             ,62,Ramsey                                            ,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,45,0,0,0,0,1,0
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,828,10,OTTER LAKE ELEMENTARY                             ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,34,0,0,1,0,0,0
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,830,10,HUGO ELEMENTARY                                   ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,42,0,0,0,1,0,0
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,831,10,LAKEAIRES ELEMENTARY                              ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,40,0,0,0,1,0,0
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,832,10,LINCOLN ELEMENTARY                                ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0,1,0
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,833,10,MATOSKA INTERNATIONAL                             ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,1,0,0,0,0,0,1,0,0,49,0,0,0,0,1,0
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,834,10,VADNAIS HEIGHTS ELEMENTARY                        ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,1,0,0,46,0,0,0,0,1,0
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,836,10,WILLOW LANE ELEMENTARY                            ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,837,41,WHITE BEAR AREA LEARNING CENTER                   ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,1,0,0,45,0,0,0,0,1,0
14-15,624,1,WHITE BEAR LAKE SCHOOL DISTRICT                   ,0,0,Totals                                            ,62,Ramsey                                            ,11,25,14,11,0,0,0,1,0,0,0,0,14,10,0,8,2,8,7,3,1,0,0,0,1,14,4,6,47,0,0,2,5,14,4
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,0,0,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,62,Ramsey                                            ,11,18,4,14,0,0,0,0,0,1,1,6,3,7,0,9,3,4,5,2,1,0,0,0,0,12,1,5,48,0,0,0,8,6,4
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,210,32,CENTRAL SENIOR HIGH                               ,62,Ramsey                                            ,11,4,1,3,0,0,0,0,0,0,0,2,1,1,0,10,2,0,1,0,1,0,0,0,0,3,0,1,57,0,0,0,0,2,2
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,211,33,CREATIVE ARTS SECONDARY SCHOOL                    ,62,Ramsey                                            ,11,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,45,0,0,0,1,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,212,32,COMO PARK SENIOR HIGH                             ,62,Ramsey                                            ,11,4.83,2,2.83,0,0,0,0.83,0,0,0,1,2,1,0,10,0,1,0.83,2,0,0,0,0,0,3.83,0,1,53,0,0,0,0,3.83,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,215,32,HARDING SENIOR HIGH                               ,62,Ramsey                                            ,11,5.83,4.83,1,0,0,1,0,0,0,0,1,3.83,0,0,8,1,4,0,0.83,0,0,0,0,0,4.83,1,0,47,0,0,0,2,2.83,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,220,32,HIGHLAND PARK SENIOR HIGH                         ,62,Ramsey                                            ,11,4,2,2,0,0,0,0,0,0,0,1,2,1,0,7,0,2,1,0,0,0,0,0,0,3,1,0,50,0,0,0,0,3,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,225,33,HUMBOLDT SECONDARY SCHOOL                         ,62,Ramsey                                            ,11,3,2,1,0,0,0,0,0,1,0,0,2,0,0,16,0,1,0,1,1,0,0,0,0,3,0,0,49,0,0,0,1,1,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,230,32,JOHNSON SENIOR HIGH                               ,62,Ramsey                                            ,11,3.17,2.17,1,0,0,0,0,0,0,1,0,1.17,1,0,7,0.17,0,2,0,0,0,0,0,0,2,1.17,0,49,0,0,0,1.17,1,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,250,33,OPEN WORLD LEARNING SECONDARY                     ,62,Ramsey                                            ,11,3,1,2,0,0,0,0,0,0,0,0,1,2,0,13,0,2,0,0,1,0,0,0,0,3,0,0,52,0,0,0,1,0,2
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,252,33,WASHINGTON TECH SECONDARY MAGNET                  ,62,Ramsey                                            ,11,5,2,3,0,0,0,1,0,0,0,1,2,1,0,9,1,1,1,1,0,0,0,0,0,4,1,0,46,0,0,0,3,2,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,310,20,BATTLE CREEK MIDDLE                               ,62,Ramsey                                            ,11,3,1,2,0,1,0,0,0,0,1,1,0,0,0,9,1,0,2,0,0,0,0,0,0,2,1,0,37,0,0,1,2,0,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,315,20,FARNSWORTH AEROSPACE UPPER                        ,62,Ramsey                                            ,11,2,1,1,0,0,0,0,0,0,1,1,0,0,0,8,1,0,1,0,0,0,0,0,0,1,0,1,51,0,0,0,0,1,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,330,20,HIGHLAND PARK MIDDLE SCHOOL                       ,62,Ramsey                                            ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,12,0,1,0,1,0,0,0,0,0,2,0,0,48,0,0,0,0,2,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,342,20,MURRAY MIDDLE SCHOOL                              ,62,Ramsey                                            ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,14,0,0,1,1,0,0,0,0,0,1,0,1,41,0,0,0,1,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,344,20,PARKWAY MONTESSORI/COMMUNITY MIDDLE               ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,1,0,0,0,0,0,0,1,0,0,43,0,0,0,1,0,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,345,20,RAMSEY MIDDLE SCHOOL                              ,62,Ramsey                                            ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,12,0,0,2,0,0,0,0,0,0,1,0,1,47,0,0,0,0,2,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,410,10,ADAMS MAGNET ELEMENTARY                           ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,1,0,0,0,0,1,0,0,53,0,0,0,0,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,415,10,JOHN A.JOHNSON ACHIEVEMENT PLUS EL.               ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,0,0,0,0,0,1,0,0,47,0,0,0,0,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,422,10,BATTLE CREEK ELEMENTARY SCHOOL                    ,62,Ramsey                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,59,0,0,0,0,0,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,424,10,BENJAMIN E MAYS MAGNET                            ,62,Ramsey                                            ,11,2,1,1,0,0,0,0,0,0,1,1,0,0,0,15,0,0,1,1,0,0,0,0,0,2,0,0,45,0,0,0,1,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,425,10,CHELSEA HEIGHTS ELEMENTARY                        ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,0,0,0,0,0,0,1,0,0,51,0,0,0,0,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,428,10,CHEROKEE HEIGHTS ELEMENTARY SCHOOL                ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,1,0,0,0,0,0,1,0,0,48,0,0,0,0,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,430,50,BRIDGE VIEW SPECIAL EDUCATION                     ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,1,0,0,45,0,0,0,0,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,431,10,COMO PARK ELEMENTARY                              ,62,Ramsey                                            ,11,2,0,2,0,0,0,1,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,2,0,0,46,0,0,0,1,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,433,10,DAYTONS BLUFF ELEMENTARY                          ,62,Ramsey                                            ,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0,0,43,0,0,0,1,0,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,435,10,EXPO FOR EXCELLENCE ELEMENTARY SCH                ,62,Ramsey                                            ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,11,0,1,1,0,0,0,0,0,0,1,1,0,46,0,0,0,1,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,449,10,BRUCE F VENTO ELEMENTARY                          ,62,Ramsey                                            ,11,3,1,2,0,0,0,1,0,0,0,0,1,1,0,12,0,1,2,0,0,0,0,0,0,2,0,1,37,0,0,1,2,0,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,452,10,EASTERN HEIGHTS ELEMENTARY                        ,62,Ramsey                                            ,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,44,0,0,0,1,0,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,458,10,FARNSWORTH AEROSPACE LOWER                        ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,1,0,0,0,0,0,1,0,0,50,0,0,0,0,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,460,10,FOUR SEASONS ELEMENTARY                           ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,1,0,0,35,0,0,0,1,0,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,462,10,L'ETOILE DU NORD FRENCH IMMERSION U               ,62,Ramsey                                            ,11,2,1,1,0,0,0,0,1,0,0,0,0,1,0,12,0,1,1,0,0,0,0,0,0,2,0,0,45,0,0,0,1,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,464,10,FROST LAKE ELEMENTARY SCHOOL                      ,62,Ramsey                                            ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,0,0,0,0,1,0
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,465,10,CROSSROADS MONTESSORI                             ,62,Ramsey                                            ,11,2,0,2,0,0,0,0,0,0,0,2,0,0,0,9,0,1,1,0,0,0,0,0,0,1,0,1,54,0,0,0,0,1,1
14-15,625,1,ST. PAUL PUBLIC SCHOOL DISTRICT                   ,467,10,GALTIER ELEMENTARY SCHOOL                         ,62,Ramsey                                            ,11,2,1,1,0,0,0,0,0,0,1,0,0,1,0,12,0,1,1,0,0,0,0,1,0,1,0,0,44,0,0,0,1,1,0
